text,label,category,is_mixed
Two out of five items missing from the delivery.,2,wrong_order,0
Order was 49 minutes late AND the box arrived damaged.,0,delay,1
Shouted at me when I asked for ID verification.,3,driver_conduct,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
Package status changed to delivered.,4,positive,1
Completely wrong order arrived at my address,2,wrong_order,0
"Food spilled inside the bag, everything was wey.",1,damage,0
delivery person did not follow contactless instructions.,3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Multiple items broken. Needs urgent replacenent.,1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
No-show — driver cancelled without warning.,3,driver_conduct,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
delivery person did not follow contactless instructions.,3,driver_conduct,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Superb service. Will definitely use again.,3,driver_conduct,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"Carton dented heavily, product inside damaged.",1,damage,0
Received someone else's package entirely.,2,wrong_order,0
Two out of five items missing from the delivery.,2,wrong_order,0
Driver came by earlier!,4,positive,1
Two out of five items missing from the delivery.,1,damage,0
shouted at me when i asked for id verification.,3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
order mixed up with another customer,2,wrong_order,0
Order was 29 minutes late AND the box arrived damaged,0,delay,1
"still waiting, app said 46 min but its been longer",0,delay,0
package arrived completely ceushed.,1,damage,0
Traffic caused a 87-minute delay. Please improve routing.,0,delay,0
Received the order as scheduled,4,positive,1
"Wrong item delivered — ordered size L, got size S!",2,wrong_order,0
Superb service. Will definitely use again.,4,positive,0
Received someone else's package entirely,2,wrong_order,0
Package status changed to delivered.,0,delay,1
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Driver came by earlier.,4,positive,1
order was 18 minutes late and the box srrived damaged.,0,delay,1
great communication throughout the delivery process.,4,positive,0
No-show — driver cancelled without warning,3,driver_conduct,0
"delivered to wrong address, i had to collect it myself",2,wrong_order,0
"item smashed, looks like iy was thrown around",1,damage,0
package status changed to delivered,4,positive,1
Order was 62 minutes late AND the box arrived damaged.,0,delay,1
Wrong product delivered! Barcode doesn't match my order!,2,wrong_order,0
Delivery happened today!,4,positive,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
"Delivery was significantly delayed, arriving 51 mins past ETA.",0,delay,0
Item was broken in transit — packaging was inadequate.,1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
driver gave me the wrong order and was dismissive when i asked!,2,wrong_order,1
Multiple items broken. Needs urgent replacement.,1,damage,0
guy was so rude when i asked him yo wait a sec,3,driver_conduct,0
Got a duplicate of one item and missing another.,2,wrong_order,0
Delivert happened today.,4,positive,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
very slow delivery today — 31 minute delay on a short route.,0,delay,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Order update received,4,positive,1
fragile sticker ignored — item arrived in pieces,1,damage,0
Very slow delivery today — 46 minute delay on a short route.,0,delay,0
Order was processed and delivered.,4,positive,1
Very slow delivery today — 90 minute delay on a short route!,0,delay,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Order was 35 minutes late AND the box arrived damaged!,0,delay,1
"perfect delivery — no issues at all, great experience.",2,wrong_order,0
"item smashed, looks like it was thrown around",1,damage,0
Completely wrong order arrived at my address.,2,wrong_order,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
"delivery was significantly delayed, arriving 24 mins past eta.",0,delay,0
Traffic caused a 55-minute delay. Please improve routing.,0,delay,0
Box was torn open and contents werr damaged.,1,damage,0
Took 79 minutes longer than usual but driver was very polite about thr delay.,0,delay,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Excellent service! Delivery arrived 10 mins early.,4,positive,0
Outstsnding — the driver even helped carry the heavy box.,4,positive,0
Driver arrived 73 minutes after the estimated window.,0,delay,0
Box was torn open and contents were damaged.,1,damage,0
"perfect delivery — no issues at all, grest experience.",4,positive,0
No-show — driver cancelled without warning.,3,driver_conduct,0
"Carton dented heavily, product inside damaged.",1,damage,0
Multiple items broken. Needs urgent replacement.,1,damage,0
"mossing half my stuff, only got 2 of 4 items",2,wrong_order,0
Driver was 45 min late and also quite rude about it,0,delay,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
driver called ahead and followed all instructions perfectly.,4,positive,0
"delivery running late again, 84 min behind schedule",0,delay,0
Very slow delivery today — 64 minute delay on a short route!,0,delay,0
driver left package outside in the rain without notification.,3,driver_conduct,0
Order took over 33 ninutes due to heavy traffic.,0,delay,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
missing one item but the driver apologized and was professional.,2,wrong_order,1
"still waiting, app said 41 min but its been longer",0,delay,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Driver arrived 78 minutes after the estimated window.,0,delay,0
got my package.,4,positive,1
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
"no complaints, everything went smoothly, thanks!",4,positive,0
very slow delivery today — 25 minute delay on a short route.,0,delay,0
no knock or ring — package left on the street.,3,driver_conduct,0
Driver was polite and very helpful.,4,positive,0
Order mixed up with another customer.,2,wrong_order,0
Item was broken in transit — packaging was inadequate.,1,damage,0
driver arrived 46 minutes after the estimated window.,0,delay,0
item substituted without my consent.,2,wrong_order,0
Very unprofessional behaviour from the delivery agent,3,driver_conduct,0
Driver left package outside in the rain without notification.,3,driver_conduct,0
"wrong item delivered — ordered soze l, got size s.",2,wrong_order,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Received someone rlse's package entirely.,2,wrong_order,0
"delivery running late again, 81 min behind schedule",0,delay,0
Waited 65 extra minutes because of road congestion.,0,delay,0
"delivery was significantly delayed, arriving 70 mins past eta.",0,delay,0
Got a duplicate of one item and missimg another.,2,wrong_order,0
Took 37 minutes longer than usual but driver was very polite about the delay,0,delay,1
box was torn open and contents were damaged.,1,damage,0
Order was 65 minutes late AND the box arrived damaged!,0,delay,1
package delayed by 32 minutes — no update from the app.,0,delay,0
Item substotuted without my consent.,2,wrong_order,0
Delivery confirmed at the door.,4,positive,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Driver gave me the wring order and was dismissive when I asked,2,wrong_order,1
No-show — driver cancelled without warning.,3,driver_conduct,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
Superb service. Will definitely use agaim.,4,positive,0
Package delayed by 87 minutes — no update from the app.,0,delay,0
waiyed 29 extra minutes because of road congestion.,0,delay,0
Fragile sticker ignored — item arrived in pieces!,4,positive,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
"Package waa a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Areived exactly on time, well packaged. Five stars!",4,positive,0
Order took over 57 minutes due to heavy traffic.,0,delay,0
"Package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
Very slow delivery today — 30 minute delay on a short route.,0,delay,0
missing one item but the driver apologized and was professoonal,2,wrong_order,1
"Wrong item delivered — ordered size L, got size S",2,wrong_order,0
No-show — driver cancelled without warning.,3,driver_conduct,0
order update received.,4,positive,1
driver was 76 min late and also quite rude about it.,0,delay,1
Driver was 62 min late and also quite rude about it,0,delay,1
Wrong product delivered. Barcode foesn't match my order.,2,wrong_order,0
Great communication throughout the delivery process.,4,positive,0
